"label","text"
"ham","Notification: Thanks for sharing the resume. I will read it tonight. I added it to the calendar."
"spam","WhatsApp: Only selected users can access this. ShopKart alert: unusual activity detected. update details to secure your email account."
"spam","Notification: Your bank account KYC is incomplete. Send OTP to avoid suspended. Offer id FREE100."
"ham","WhatsApp: Thanks for sharing the invoice. I will read it tonight. Shared in the official group."
"spam","Notification: ShopKart alert: unusual activity detected. confirm identity to secure your bank account. Do not ignore this message."
"spam","Telegram: Final notice: card access expires in 10 minutes. Verify now at http://bonus.example/start No documents required."
"spam","Subject: BankSecure alert: unusual activity detected. confirm identity to secure your cloud storage. Do not ignore this message."
"spam","Alert: MailBox alert: unusual activity detected. claim now to secure your UPI account. Limited seats available."
"spam","DM: MailBox reward unlocked. Claim free recharge using code WIN24. Reply YES for details."
"ham","We can discuss this later. Thanks for sharing the resume. I will read it tonight."
"ham","WhatsApp: Your shipment order is out for delivery. Track it in the official app. Thanks again."
"spam","Notification: Video liking job: earn Rs 500 per day from home. Message OK to start. Reply START for details."
"ham","Telegram: I transferred Rs 5000 for fees. Please check and confirm. Thanks again."
"spam","Your UPI account KYC is incomplete. Send OTP to avoid restricted. Support ticket #6194 is open."
"spam","Subject: InstaHelp alert: unusual activity detected. click now to secure your UPI account. Support ticket #6970 is open."
"ham","WhatsApp: Cab is waiting near gate 2. Call me if you cannot find it. Reference #6555."
"ham","Telegram: I transferred Rs 2000 for tickets. Please check and confirm. We can discuss this later."
"spam","Alert: This link expires now. You are selected for $1000 instant loan. Reply WIN now."
"ham","Telegram: Thanks for sharing the presentation. I will read it tonight. We can discuss this later."
"spam","Notification: Action required: profile will be disabled. click now at http://secure-login.example/verify Limited seats available."
"spam","No documents required. LinkedIn verification available today. Share login code to continue."
"spam","DM: parcel is pending. Pay $2 redelivery fee at www.claim-reward.example This link expires today."
"ham","Notification: Call me after 9 AM. Please bring milk on the way back."
"spam","Telegram: Final notice: trading account access expires within 24 hours. Verify now at www.account-check.example Limited seats available."
"spam","WhatsApp: Your trading account KYC is incomplete. Send OTP to avoid disabled. Your reward is already reserved."
"ham","Notification: Your parcel order is out for delivery. Track it in the official app. I added it to the calendar."
"spam","Telegram: Support ticket #2797 is open. BankSecure alert: unusual activity detected. verify immediately to secure your cloud storage."
"spam","Telegram verification available today. Share login code to continue. Reply JOIN for details."
"ham","DM: Call me after 1 PM. Cab is waiting near gate 5. Call me if you cannot find it."
"ham","Update: Class notes for Python are uploaded in the group folder. Thanks again."
"ham","DM: Lunch at 9 AM? I can book the table if that works. Bring your ID if needed."
"spam","Notification: Final alert: trading account will be blocked. click now at www.account-check.example Do not ignore this message."
"ham","Can you review the presentation before tomorrow's call? Call me after 6:30 PM."
"ham","Notification: Can you review the report before tomorrow's call? Reference #9049."
"ham","WhatsApp: Cab is waiting near gate 2. Call me if you cannot find it. Reference #1298."
"spam","Your email account KYC is incomplete. Send OTP to avoid disabled. Limited seats available."
"ham","WhatsApp: Lunch at 6:30 PM? I can book the table if that works. Thanks again."
"ham","Notification: Reminder: dentist appointment is scheduled for 3 PM. Thanks again."
"ham","Telegram: Your card statement is available in the official app. Please confirm once done."
"ham","Telegram: We can discuss this later. Cab is waiting near gate 2. Call me if you cannot find it."
"ham","DM: The dashboard update is ready. Feedback welcome when you get time. Reference #1775."
"ham","Telegram: Shared in the official group. Please bring medicine on the way back."
"spam","Notification: Twitter verification available today. Share login code to continue. Offer id VIP999."
"spam","Re: QuickPay alert: unusual activity detected. confirm identity to secure your profile. Do not ignore this message."
"ham","Telegram: Class notes for ML are uploaded in the group folder. Shared in the official group."
"ham","Update: I transferred Rs 500 for booking. Please check and confirm. Call me after 3 PM."
"spam","Re: Your card KYC is incomplete. Send OTP to avoid locked. Do not ignore this message."
"spam","WhatsApp: Support ticket #7539 is open. Private document found with your name. Open http://bonus.example/start to remove it."
"spam","Support ticket #5490 is open. Congratulations Priya, you won gift card. update details before in 10 minutes."
"ham","Subject: Bring your ID if needed. Your parcel order is out for delivery. Track it in the official app."
"spam","WhatsApp: Remote task: earn Rs 5000 per day from home. Message JOIN to start. Support ticket #4763 is open."
"ham","WhatsApp: Can you review the invoice before tomorrow's call? Thanks again."
"spam","DM: Offer id SAVE50. LinkedIn verification available today. Share login code to continue."
"ham","DM: Your package order is out for delivery. Track it in the official app. We can discuss this later."
"ham","Notification: We can discuss this later. The dataset update is ready. Feedback welcome when you get time."
"ham","Telegram: I transferred Rs 5000 for repair. Please check and confirm. Thanks again."
"ham","Update: No rush. Lunch at 10:30 AM? I can book the table if that works."
"spam","Alert: Private video found with your name. Open http://secure-login.example/verify to remove it. Only selected users can access this."
"ham","Thanks for sharing the resume. I will read it tonight. Shared in the official group."
"ham","Telegram: Can you review the presentation before tomorrow's call? Shared in the official group."
"spam","Telegram: Final notice: bank account access expires in 10 minutes. Verify now at www.account-check.example No documents required."
"spam","You are selected for $1000 instant loan. Reply START now. Your reward is already reserved."
"spam","Limited seats available. Online work: earn $100 per day from home. Message START to start."
"ham","Telegram: Raj, meeting moved to tomorrow. Please confirm when free. Call me after 10:30 AM."
"ham","Class notes for history are uploaded in the group folder. Thanks again."
"spam","Subject: Your UPI account KYC is incomplete. Send OTP to avoid blocked. No documents required."
"spam","WhatsApp: Private photo found with your name. Open www.claim-reward.example to remove it. Only selected users can access this."
"spam","Telegram: bitcoin bonus active for within 24 hours. Deposit Rs 500 and double returns. Reply JOIN for details."
"spam","Telegram: trading bonus active for in 10 minutes. Deposit Rs 500 and double returns. Support ticket #6159 is open."
"ham","Notification: Your package order is out for delivery. Track it in the official app. I added it to the calendar."
"spam","DM: investment bonus active for before midnight. Deposit $700 and double returns. Limited seats available."
"spam","WhatsApp: Processing takes only 2 minutes. You are selected for $1000 instant loan. Reply WIN now."
"ham","WhatsApp: The dataset update is ready. Feedback welcome when you get time. Thanks again."
"ham","Friend, meeting moved to 1 PM. Please confirm when free. I will be near room 101."
"ham","WhatsApp: Thanks again. Please bring milk on the way back."
"spam","Notification: Remote task: earn $700 per day from home. Message WIN to start. Processing takes only 2 minutes."
"spam","Notification: Warning: bank account will be blocked. confirm identity at www.claim-reward.example Offer id FREE100."
"spam","Telegram: You are selected for Rs 1 lakh instant loan. Reply START now. This link expires now."
"spam","Reply WIN for details. Online work: earn Rs 2000 per day from home. Message OK to start."
"spam","Re: Your reward is already reserved. You are selected for $1000 instant loan. Reply YES now."
"ham","Telegram: Thanks again. Can you review the resume before tomorrow's call?"
"ham","WhatsApp: We can discuss this later. Amit, meeting moved to 6:30 PM. Please confirm when free."
"ham","Telegram: Call me after 10:30 AM. Cab is waiting near gate 3. Call me if you cannot find it."
"ham","Telegram: Shared in the official group. Your shipment order is out for delivery. Track it in the official app."
"ham","Notification: No rush. Cab is waiting near gate 2. Call me if you cannot find it."
"ham","Update: The model update is ready. Feedback welcome when you get time. We can discuss this later."
"spam","Notification: Part-time job: earn $700 per day from home. Message JOIN to start. Processing takes only 2 minutes."
"spam","Notification: PayFast alert: unusual activity detected. update details to secure your UPI account. Only selected users can access this."
"spam","Re: Your cloud storage KYC is incomplete. Send OTP to avoid locked. Do not ignore this message."
"spam","Notification: package is pending. Pay a small redelivery fee at www.claim-reward.example No documents required."
"ham","Notification: Thanks again. Class notes for math are uploaded in the group folder."
"spam","Telegram: You are selected for instant cash instant loan. Reply JOIN now. Limited seats available."
"ham","DM: Thanks for sharing the notes. I will read it tonight. No rush."
"ham","DM: Reference #1671. Your profile statement is available in the official app."
"ham","Notification: I transferred Rs 5000 for rent. Please check and confirm. I will be near main office."
"spam","DM: Only selected users can access this. Final notice: wallet access expires now. Verify now at www.claim-reward.example"
"ham","Subject: Your profile statement is available in the official app. Please confirm once done."
"ham","Update: Your UPI account statement is available in the official app. I added it to the calendar."
"spam","WhatsApp: Congratulations Customer, you won free recharge. claim now before now. Processing takes only 2 minutes."
"spam","Private document found with your name. Open http://tiny.example/pay to remove it. Your reward is already reserved."
"spam","DM: Only selected users can access this. Final notice: profile access expires before midnight. Verify now at www.account-check.example"
"ham","Update: Reminder: interview appointment is scheduled for 10:30 AM. We can discuss this later."
"spam","Alert: Data entry work: earn $700 per day from home. Message WIN to start. Only selected users can access this."
"spam","WhatsApp: Support ticket #2939 is open. LinkedIn verification available today. Share login code to continue."
"spam","Notification: Remote task: earn Rs 2000 per day from home. Message WIN to start. Your reward is already reserved."
"ham","Subject: Your parcel order is out for delivery. Track it in the official app. Reference #8559."
"spam","Telegram: BankSecure alert: unusual activity detected. claim now to secure your UPI account. Support ticket #3332 is open."
"ham","Subject: Thanks for sharing the resume. I will read it tonight. Reference #5467."
"ham","Telegram: Can you review the notes before tomorrow's call? Call me after 6:30 PM."
"ham","Telegram: Reminder: dentist appointment is scheduled for 9 AM. Shared in the official group."
"spam","Important: cloud storage will be disabled. update details at http://bonus.example/start Your reward is already reserved."
"ham","Notification: Friend, meeting moved to 6:30 PM. Please confirm when free. I added it to the calendar."
"ham","WhatsApp: Raj, meeting moved to tomorrow. Please confirm when free. No rush."
"ham","Notification: We can discuss this later. Alex, meeting moved to 9 AM. Please confirm when free."
"ham","Update: I added it to the calendar. Class notes for science are uploaded in the group folder."
"ham","Thanks again. I transferred $700 for tickets. Please check and confirm."
"ham","Please bring rice on the way back. Thanks again."
"ham","WhatsApp: Cab is waiting near gate 2. Call me if you cannot find it. No rush."
"spam","Telegram: Private post found with your name. Open http://tiny.example/pay to remove it. Offer id VIP999."
"spam","WhatsApp: Support ticket #2391 is open. Final notice: bank account access expires within 24 hours. Verify now at http://bonus.example/start"
"ham","WhatsApp: Shared in the official group. Please bring tea on the way back."
"spam","Notification: Private video found with your name. Open http://bonus.example/start to remove it. No documents required."
"ham","Update: Lunch at 6:30 PM? I can book the table if that works. Please confirm once done."
"ham","Subject: Reference #4139. Your UPI account statement is available in the official app."
"spam","You are selected for $5000 instant loan. Reply JOIN now. Your reward is already reserved."
"ham","Notification: No rush. I transferred $700 for booking. Please check and confirm."
"spam","WhatsApp: Your card KYC is incomplete. Send OTP to avoid locked. Reply JOIN for details."
"spam","Only selected users can access this. crypto bonus active for now. Deposit Rs 500 and double returns."
"spam","Alert: Final notice: cloud storage access expires in 10 minutes. Verify now at www.account-check.example Reply OK for details."
"ham","Telegram: Class notes for history are uploaded in the group folder. I will be near conference room."
"ham","Telegram: Lunch at 9 AM? I can book the table if that works. Reference #9215."
"spam","Telegram: This link expires now. Your bank account KYC is incomplete. Send OTP to avoid suspended."
"spam","WhatsApp: Do not ignore this message. Congratulations Priya, you won iPhone. verify immediately before in 10 minutes."
"spam","WhatsApp: Your cloud storage KYC is incomplete. Send OTP to avoid suspended. This link expires before midnight."
"spam","DM: Private video found with your name. Open http://bonus.example/start to remove it. Do not ignore this message."
"ham","Subject: I added it to the calendar. Amit, meeting moved to tomorrow. Please confirm when free."
"spam","You are selected for Rs 50,000 instant loan. Reply YES now. This link expires within 24 hours."
"spam","Telegram: Final notice: bank account access expires within 24 hours. Verify now at www.account-check.example No documents required."
"spam","DM: Your bank account KYC is incomplete. Send OTP to avoid restricted. Do not ignore this message."
"ham","WhatsApp: Priya, meeting moved to 9 AM. Please confirm when free. Thanks again."
"spam","Telegram: Warning: card will be disabled. click now at http://tiny.example/pay No documents required."
"ham","WhatsApp: No rush. Your grocery order is out for delivery. Track it in the official app."
"spam","Private video found with your name. Open www.claim-reward.example to remove it. Offer id FREE100."
"ham","Notification: Can you review the report before tomorrow's call? Thanks again."
"spam","Re: No documents required. forex bonus active for in 10 minutes. Deposit $100 and double returns."
"ham","Telegram: Cab is waiting near gate 3. Call me if you cannot find it. Shared in the official group."
"spam","DM: Final notice: trading account access expires in 10 minutes. Verify now at www.claim-reward.example Offer id FREE100."
"ham","Notification: Call me after tomorrow. Cab is waiting near gate 3. Call me if you cannot find it."
"ham","Call me after 3 PM. Cab is waiting near gate 1. Call me if you cannot find it."
"spam","Telegram: InstaHelp alert: unusual activity detected. confirm identity to secure your bank account. Your reward is already reserved."
"spam","Reply YES for details. Congratulations Raj, you won gift card. click now before within 24 hours."
"spam","Subject: Reply YES for details. Telegram verification available today. Share login code to continue."
"ham","WhatsApp: The website update is ready. Feedback welcome when you get time. Call me after 10:30 AM."
"spam","DM: URGENT: trading account will be blocked. update details at http://bonus.example/start Your reward is already reserved."
"ham","I will be near conference room. Please bring medicine on the way back."
"ham","No rush. Please bring medicine on the way back."
"spam","Notification: Final notice: card access expires in 10 minutes. Verify now at www.account-check.example Only selected users can access this."
"ham","Update: Your email account statement is available in the official app. Thanks again."
"spam","Telegram: Private post found with your name. Open www.claim-reward.example to remove it. Only selected users can access this."
"spam","Notification: Facebook verification available today. Share login code to continue. No documents required."
"ham","Subject: Your wallet statement is available in the official app. I added it to the calendar."
"spam","Telegram: Offer id FREE100. Final notice: card access expires in 10 minutes. Verify now at www.account-check.example"
"ham","Telegram: Thanks for sharing the notes. I will read it tonight. Reference #2467."
"ham","DM: Can you review the notes before tomorrow's call? Please confirm once done."
"ham","I will be near main office. Lunch at 10:30 AM? I can book the table if that works."
"ham","I added it to the calendar. Cab is waiting near gate 3. Call me if you cannot find it."
"ham","DM: We can discuss this later. Your card statement is available in the official app."
"ham","Notification: Reference #6389. Class notes for English are uploaded in the group folder."
"ham","DM: Your card statement is available in the official app. Call me after 6:30 PM."
"ham","Lunch at 1 PM? I can book the table if that works. Please confirm once done."
"spam","WhatsApp: Only selected users can access this. package is pending. Pay Rs 19 redelivery fee at www.claim-reward.example"
"spam","Telegram: Limited seats available. PayFast alert: unusual activity detected. confirm identity to secure your card."
"ham","Notification: Please confirm once done. I transferred $700 for fees. Please check and confirm."
"spam","Notification: parcel is pending. Pay a small redelivery fee at http://secure-login.example/verify Processing takes only 2 minutes."
"ham","Notification: Reminder: dentist appointment is scheduled for 6:30 PM. I will be near conference room."
"spam","LinkedIn verification available today. Share login code to continue. Reply OK for details."
"spam","WhatsApp: Congratulations Sam, you won shopping voucher. click now before before midnight. Processing takes only 2 minutes."
"spam","Telegram: You are selected for instant cash instant loan. Reply OK now. Processing takes only 2 minutes."
"spam","WhatsApp: investment bonus active for in 10 minutes. Deposit Rs 5000 and double returns. No documents required."
"ham","Telegram: Class notes for ML are uploaded in the group folder. I will be near main office."
"ham","Notification: Class notes for history are uploaded in the group folder. We can discuss this later."
"spam","DM: Final notice: card access expires now. Verify now at http://secure-login.example/verify No documents required."
"ham","DM: Bring your ID if needed. Amit, meeting moved to 9 AM. Please confirm when free."
"spam","Final notice: cloud storage access expires now. Verify now at http://secure-login.example/verify No documents required."
"ham","WhatsApp: Your shipment order is out for delivery. Track it in the official app. Bring your ID if needed."
"ham","Telegram: I transferred $100 for rent. Please check and confirm. I added it to the calendar."
"spam","Telegram: Your trading account KYC is incomplete. Send OTP to avoid suspended. Reply START for details."
"spam","DM: shipment is pending. Pay $1 redelivery fee at http://secure-login.example/verify This link expires before midnight."
"spam","grocery is pending. Pay Rs 29 redelivery fee at http://secure-login.example/verify Do not ignore this message."
"ham","Class notes for ML are uploaded in the group folder. Thanks again."
"ham","WhatsApp: No rush. Reminder: dentist appointment is scheduled for tomorrow."
"ham","Notification: Cab is waiting near gate 3. Call me if you cannot find it. Thanks again."
"ham","DM: Please confirm once done. I transferred Rs 5000 for groceries. Please check and confirm."
"spam","DM: Private document found with your name. Open http://bonus.example/start to remove it. Your reward is already reserved."
"spam","Telegram: trading bonus active for within 24 hours. Deposit Rs 500 and double returns. Support ticket #1618 is open."
"spam","WhatsApp: BankSecure alert: unusual activity detected. claim now to secure your email account. Your reward is already reserved."
"ham","Friend, meeting moved to tomorrow. Please confirm when free. We can discuss this later."
"ham","WhatsApp: Reminder: support appointment is scheduled for 1 PM. I added it to the calendar."
"spam","DM: Reply YES for details. InstaHelp alert: unusual activity detected. click now to secure your card."
"ham","Subject: Your grocery order is out for delivery. Track it in the official app. I will be near front desk."
"spam","Telegram: forex bonus active for in 10 minutes. Deposit $100 and double returns. Limited seats available."
"ham","Telegram: Please confirm once done. Can you review the invoice before tomorrow's call?"
"spam","PayFast alert: unusual activity detected. update details to secure your UPI account. Processing takes only 2 minutes."
"spam","WhatsApp: No documents required. courier is pending. Pay Rs 19 redelivery fee at http://bonus.example/start"
"ham","WhatsApp: Your card statement is available in the official app. Call me after 9 AM."
"spam","WhatsApp: Only selected users can access this. Private message found with your name. Open http://secure-login.example/verify to remove it."
"ham","DM: Cab is waiting near gate 1. Call me if you cannot find it. Call me after 6:30 PM."
"ham","Telegram: Your trading account statement is available in the official app. Call me after 9 AM."
"spam","DM: forex bonus active for within 24 hours. Deposit $700 and double returns. Support ticket #7943 is open."
"ham","I will be near room 101. The website update is ready. Feedback welcome when you get time."
"ham","WhatsApp: Cab is waiting near gate 5. Call me if you cannot find it. No rush."
"spam","Alert: crypto bonus active for today. Deposit Rs 2000 and double returns. No documents required."
"ham","DM: Class notes for Python are uploaded in the group folder. Call me after 1 PM."
"spam","Re: Final notice: profile access expires within 24 hours. Verify now at http://tiny.example/pay No documents required."
"ham","Please bring rice on the way back. I will be near reception."
"ham","WhatsApp: I added it to the calendar. Raj, meeting moved to 9 AM. Please confirm when free."
"ham","DM: Call me after 1 PM. I transferred $100 for repair. Please check and confirm."
"ham","Telegram: I added it to the calendar. Can you review the resume before tomorrow's call?"
"ham","WhatsApp: Reference #5346. Cab is waiting near gate 5. Call me if you cannot find it."
"spam","WhatsApp: Warning: wallet will be suspended. verify immediately at http://bonus.example/start Your reward is already reserved."
"spam","Re: Support ticket #8956 is open. Instagram verification available today. Share login code to continue."
"spam","You are selected for instant cash instant loan. Reply WIN now. No documents required."
"ham","WhatsApp: I transferred $100 for groceries. Please check and confirm. Reference #3512."
"spam","You are selected for instant cash instant loan. Reply START now. Do not ignore this message."
"ham","Notification: Cab is waiting near gate 1. Call me if you cannot find it. I will be near conference room."
"spam","WhatsApp: Congratulations Amit, you won shopping voucher. claim now before in 10 minutes. Offer id FREE100."
"ham","Telegram: Please bring milk on the way back. I added it to the calendar."
"spam","Alert: You are selected for $5000 instant loan. Reply JOIN now. Support ticket #4326 is open."
"ham","WhatsApp: The website update is ready. Feedback welcome when you get time. Thanks again."
"spam","Notification: Processing takes only 2 minutes. QuickPay reward unlocked. Claim gift card using code SAVE50."
"ham","Subject: Your shipment order is out for delivery. Track it in the official app. Please confirm once done."
"spam","Re: Offer id FREE100. Online work: earn $100 per day from home. Message WIN to start."
"spam","Notification: Your trading account KYC is incomplete. Send OTP to avoid disabled. Your reward is already reserved."
"ham","Notification: I will be near conference room. Class notes for science are uploaded in the group folder."
"ham","Update: Reference #2527. Please bring bread on the way back."
"ham","DM: The release update is ready. Feedback welcome when you get time. Reference #6833."
"spam","Subject: Private photo found with your name. Open www.claim-reward.example to remove it. Reply OK for details."
"spam","Notification: This link expires today. Online work: earn $700 per day from home. Message YES to start."
"ham","Telegram: Your UPI account statement is available in the official app. Please confirm once done."
"ham","Notification: Reference #1052. Cab is waiting near gate 2. Call me if you cannot find it."
"ham","WhatsApp: Class notes for Python are uploaded in the group folder. No rush."
"spam","Notification: QuickPay reward unlocked. Claim cash prize using code CLAIM88. Limited seats available."
"spam","Subject: Limited seats available. LinkedIn verification available today. Share login code to continue."
"spam","DM: QuickPay alert: unusual activity detected. claim now to secure your UPI account. No documents required."
"ham","Thanks again. Class notes for ML are uploaded in the group folder."
"ham","Telegram: Please confirm once done. The dataset update is ready. Feedback welcome when you get time."
"spam","DM: Final alert: trading account will be disabled. claim now at http://bonus.example/start Reply WIN for details."
"spam","Telegram: No documents required. You are selected for Rs 50,000 instant loan. Reply JOIN now."
"spam","Subject: This link expires before midnight. Online work: earn Rs 500 per day from home. Message START to start."
"spam","Subject: Support ticket #5206 is open. You are selected for Rs 50,000 instant loan. Reply WIN now."
"spam","Telegram: PayFast reward unlocked. Claim iPhone using code LUCKY7. Support ticket #9264 is open."
"spam","Alert: This link expires today. Your cloud storage KYC is incomplete. Send OTP to avoid locked."
"ham","WhatsApp: Sam, meeting moved to 3 PM. Please confirm when free. Bring your ID if needed."
"spam","Subject: Congratulations Raj, you won bonus. update details before within 24 hours. Do not ignore this message."
"spam","Telegram: Only selected users can access this. Congratulations Amit, you won free recharge. claim now before before midnight."
"spam","Telegram: package is pending. Pay $2 redelivery fee at www.claim-reward.example Your reward is already reserved."
"ham","Update: I transferred Rs 500 for rent. Please check and confirm. I will be near main office."
"spam","Notification: No documents required. Final alert: profile will be suspended. verify immediately at http://tiny.example/pay"
"ham","Update: Call me after tomorrow. Can you review the report before tomorrow's call?"
"spam","Telegram: PayFast reward unlocked. Claim bonus using code CLAIM88. Reply JOIN for details."
"spam","WhatsApp: QuickPay reward unlocked. Claim bonus using code FREE100. Limited seats available."
"spam","Telegram: MailBox alert: unusual activity detected. click now to secure your bank account. Processing takes only 2 minutes."
"spam","DM: No documents required. Your card KYC is incomplete. Send OTP to avoid suspended."
"spam","PayFast reward unlocked. Claim cash prize using code CLAIM88. Offer id LUCKY7."
"ham","Update: I transferred Rs 2000 for fees. Please check and confirm. Thanks again."
"ham","Notification: I transferred $700 for groceries. Please check and confirm. Reference #6401."
"ham","WhatsApp: Alex, meeting moved to 10:30 AM. Please confirm when free. Bring your ID if needed."
"ham","Reminder: support appointment is scheduled for 1 PM. Reference #9503."
"ham","Update: Your bank account statement is available in the official app. We can discuss this later."
"ham","Update: Thanks for sharing the presentation. I will read it tonight. Shared in the official group."
"ham","Thanks for sharing the notes. I will read it tonight. Please confirm once done."
"spam","WhatsApp: parcel is pending. Pay $2 redelivery fee at http://tiny.example/pay No documents required."
"ham","Thanks again. Class notes for math are uploaded in the group folder."
"spam","DM: PayFast reward unlocked. Claim iPhone using code LUCKY7. Support ticket #1541 is open."
"ham","Notification: Your email account statement is available in the official app. I will be near main office."
"spam","Subject: Your card KYC is incomplete. Send OTP to avoid disabled. No documents required."
"spam","WhatsApp: Your bank account KYC is incomplete. Send OTP to avoid locked. Do not ignore this message."
"spam","DM: PayFast alert: unusual activity detected. verify immediately to secure your email account. Support ticket #8966 is open."
"spam","DM: Only selected users can access this. BankSecure alert: unusual activity detected. verify immediately to secure your cloud storage."
"ham","Shared in the official group. Class notes for English are uploaded in the group folder."
"spam","Telegram: Do not ignore this message. Action required: profile will be locked. verify immediately at http://bonus.example/start"
"spam","Subject: courier is pending. Pay Rs 19 redelivery fee at www.claim-reward.example Processing takes only 2 minutes."
"spam","Action required: email account will be disabled. claim now at http://tiny.example/pay Do not ignore this message."
"ham","Subject: The website update is ready. Feedback welcome when you get time. We can discuss this later."
"spam","WhatsApp: Warning: profile will be restricted. verify immediately at www.claim-reward.example Limited seats available."
"ham","Reminder: dentist appointment is scheduled for 10:30 AM. Reference #9458."
"spam","Alert: Facebook verification available today. Share login code to continue. No documents required."
"ham","DM: Your email account statement is available in the official app. Shared in the official group."
"spam","Telegram: ShopKart alert: unusual activity detected. claim now to secure your UPI account. Reply START for details."
"ham","Notification: Thanks for sharing the presentation. I will read it tonight. No rush."
"spam","Telegram: Your reward is already reserved. BankSecure reward unlocked. Claim bonus using code WIN24."
"ham","Reminder: doctor appointment is scheduled for 1 PM. Shared in the official group."
"spam","DM: trading bonus active for in 10 minutes. Deposit Rs 2000 and double returns. Your reward is already reserved."
"spam","Notification: InstaHelp reward unlocked. Claim gift card using code LUCKY7. Only selected users can access this."
"ham","DM: I will be near lab 2. Please bring medicine on the way back."
"spam","No documents required. You are selected for $1000 instant loan. Reply WIN now."
"spam","WhatsApp: grocery is pending. Pay $2 redelivery fee at www.claim-reward.example Do not ignore this message."
"spam","Alert: Your trading account KYC is incomplete. Send OTP to avoid restricted. Limited seats available."
"spam","Notification: Remote task: earn Rs 5000 per day from home. Message YES to start. Only selected users can access this."
"spam","Telegram: You are selected for Rs 50,000 instant loan. Reply JOIN now. Do not ignore this message."
"spam","Notification: parcel is pending. Pay a small redelivery fee at www.account-check.example Offer id WIN24."
"spam","Alert: Private video found with your name. Open http://bonus.example/start to remove it. No documents required."
"spam","Notification: grocery is pending. Pay Rs 29 redelivery fee at www.claim-reward.example Do not ignore this message."
"spam","WhatsApp: QuickPay alert: unusual activity detected. update details to secure your trading account. Your reward is already reserved."
"ham","Notification: Please confirm once done. Thanks for sharing the report. I will read it tonight."
"spam","Notification: You are selected for $5000 instant loan. Reply JOIN now. This link expires today."
"spam","DM: Offer id FREE100. Final notice: wallet access expires in 10 minutes. Verify now at http://secure-login.example/verify"
"ham","Reminder: dentist appointment is scheduled for 6:30 PM. We can discuss this later."
"ham","Notification: Call me after 9 AM. Your grocery order is out for delivery. Track it in the official app."
"ham","Notification: Thanks for sharing the report. I will read it tonight. We can discuss this later."
"ham","Telegram: Lunch at 10:30 AM? I can book the table if that works. Call me after 10:30 AM."
"ham","Telegram: Your trading account statement is available in the official app. Shared in the official group."
"spam","WhatsApp: Final notice: wallet access expires in 10 minutes. Verify now at www.account-check.example Support ticket #3902 is open."
"spam","WhatsApp: Congratulations Amit, you won cash prize. claim now before now. Do not ignore this message."
"ham","Telegram: We can discuss this later. Alex, meeting moved to 6:30 PM. Please confirm when free."
"ham","Subject: Please confirm once done. Can you review the presentation before tomorrow's call?"
"spam","DM: You are selected for Rs 50,000 instant loan. Reply START now. Your reward is already reserved."
"ham","Reference #6878. Cab is waiting near gate 2. Call me if you cannot find it."
"spam","Telegram: BankSecure alert: unusual activity detected. click now to secure your email account. This link expires in 10 minutes."
"spam","Re: Your reward is already reserved. forex bonus active for within 24 hours. Deposit $100 and double returns."
"spam","DM: bitcoin bonus active for before midnight. Deposit $100 and double returns. Limited seats available."
"ham","Telegram: Please confirm once done. Thanks for sharing the proposal. I will read it tonight."
"spam","Notification: Limited seats available. LinkedIn verification available today. Share login code to continue."
"ham","Update: Please confirm once done. The release update is ready. Feedback welcome when you get time."
"spam","QuickPay alert: unusual activity detected. click now to secure your UPI account. No documents required."
"spam","Subject: Your email account KYC is incomplete. Send OTP to avoid blocked. This link expires before midnight."
"spam","WhatsApp: BankSecure reward unlocked. Claim bonus using code WIN24. Limited seats available."
"spam","Notification: Final alert: email account will be locked. verify immediately at http://secure-login.example/verify Support ticket #6426 is open."
"ham","Notification: Reminder: college appointment is scheduled for 9 AM. No rush."
"spam","DM: Your trading account KYC is incomplete. Send OTP to avoid closed. Support ticket #8499 is open."
"ham","Update: Raj, meeting moved to tomorrow. Please confirm when free. Call me after 9 AM."
"ham","DM: Lunch at 3 PM? I can book the table if that works. I will be near room 101."
"spam","Subject: Congratulations Priya, you won shopping voucher. verify immediately before within 24 hours. Only selected users can access this."
"ham","WhatsApp: Please bring vegetables on the way back. Reference #5210."
"spam","WhatsApp: Warning: cloud storage will be disabled. update details at http://tiny.example/pay Your reward is already reserved."
"ham","Telegram: Thanks for sharing the invoice. I will read it tonight. Thanks again."
"ham","DM: Bring your ID if needed. Your grocery order is out for delivery. Track it in the official app."
"ham","Please confirm once done. Thanks for sharing the presentation. I will read it tonight."
"ham","Neha, meeting moved to 3 PM. Please confirm when free. Thanks again."
"ham","Please confirm once done. I transferred $100 for tickets. Please check and confirm."
"spam","WhatsApp: Do not ignore this message. ShopKart reward unlocked. Claim free recharge using code LUCKY7."
"ham","WhatsApp: Your bank account statement is available in the official app. Reference #3280."
"spam","Telegram: Final notice: profile access expires before midnight. Verify now at http://bonus.example/start Reply START for details."
"ham","Subject: I transferred $700 for fees. Please check and confirm. We can discuss this later."
"spam","WhatsApp: Congratulations Raj, you won shopping voucher. claim now before within 24 hours. Limited seats available."
"ham","No rush. Your wallet statement is available in the official app."
"spam","Remote task: earn $700 per day from home. Message OK to start. Offer id WIN24."
"ham","Notification: Please bring rice on the way back. I will be near main office."
"spam","Notification: PayFast reward unlocked. Claim gift card using code LUCKY7. Offer id WIN24."
